scrape_date,brand,company,product_name,sku_id,price,final_price,retailer,channel,promo_type,original_price,discount%,promo_text,province,city,pack_size,variant,promo_start,promo_end,sales,market_share
2026-05-29,Indofood,Indofood,INDOMIE Goreng 1 dus (40 bks @ 80g ) / Mie Aceh ( 40 bks @ 90g) / Mie Kriuk ( 40 bks @ 90g) / Mie Rendang kardus an,SKU-DE5262E5,150450,150450,Retail Express,Shopee,Wholesale Promo,150450,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Rendang,2026-05-01,2026-05-31,960,0.032
2026-05-29,Indofood,Indofood,Indomie Mie Goreng Spesial 85 Gr / 1 Dus isi 40 Bks,SKU-C99C7564,150903,150903,Official Store,Shopee,Wholesale Promo,150903,0.0,Harga Grosir,Jawa Barat,Bogor,Grosir,Goreng Spesial,2026-05-01,2026-05-31,189,0.0063
2026-05-29,Indofood,Indofood,"INDOMIE Mie Goreng Dan Kuah Rendang, Soto Mie, Ayam Bawang Per Dus 40pcs Bisa Mix",SKU-05B8CCFA,143900,143900,Supermarket Online,Shopee,Wholesale Promo,143900,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Soto,2026-05-01,2026-05-31,616,0.0205
2026-05-29,Indofood,Indofood,INDOMIE MI GORENG 1 DUS (40 BUNGKUS) – Puas Makan Sebulan!,SKU-10FA82CD,159600,159600,Toko Grosir Sembako,Shopee,Wholesale Promo,159600,0.0,Harga Grosir,Jawa Timur,Surabaya,Grosir,Goreng Spesial,2026-05-01,2026-05-31,123,0.0041
2026-05-29,Indofood,Indofood,"INDOMIE ALL VARIAN 1 DUS ISI 40 PCS(ACEH, RENDANG,AYAM GEPREK, KARI,AYAM BAWANG,SOTO, GORENG)",SKU-48384465,144000,144000,Toko Grosir Sembako,Shopee,Wholesale Promo,144000,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Soto,2026-05-01,2026-05-31,602,0.0201
2026-05-29,Indofood,Indofood,Indomie Mie Instan Goreng 85 Gr Rasa Favorit,SKU-5FB4FC83,3300,3300,Toko Grosir Sembako,Shopee,Regular,3300,0.0,-,Jawa Tengah,Magelang,Satuan,Goreng Spesial,2026-05-01,2026-05-31,10000,0.3335
2026-05-29,Indofood,Indofood,indomie 1 dus (40pcs) bisa campur rasa (tulis di note),SKU-6FE5058E,159000,159000,Retail Express,Shopee,Wholesale Promo,159000,0.0,Harga Grosir,DKI Jakarta,Jakarta Pusat,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,962,0.0321
2026-05-29,Indofood,Indofood,Indomie Mie Goreng 1 Dus 40 Pcs Grosir,SKU-55B580E7,147000,147000,Toko Grosir Sembako,Shopee,Wholesale Promo,147000,0.0,Harga Grosir,Jawa Tengah,Magelang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,35,0.0012
2026-05-29,Indofood,Indofood,S05345 INDOMIE GORENG SPESIAL MIE INSTANT 80GR MAJU BERSAMA (20260528),SKU-692780CE,4128,4128,Supermarket Online,Shopee,Regular,4128,0.0,-,Banten,Tangerang,Satuan,Goreng Spesial,2026-05-01,2026-05-31,24,0.0008
2026-05-29,Indofood,Indofood,S03518 INDOMIE GORENG KRIUUK PEDAS MIE INSTANT 90GR BKS MAJU BERSAMA (20260528),SKU-EE04D6A9,4128,4128,Toko Kelontong Digital,Shopee,Regular,4128,0.0,-,DKI Jakarta,Jakarta Timur,Satuan,Goreng Spesial,2026-05-01,2026-05-31,3,0.0001
2026-05-29,Indofood,Indofood,Indomie Mi Instan Mie Premium Tori Miso Japanese Ramen 86g Paket 5pcs,SKU-EADEA0EB,35000,35000,Retail Express,Shopee,Bundling Promo,35000,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Barat,Bundling,Lainnya / Mix,2026-05-01,2026-05-31,5,0.0002
2026-05-29,Indofood,Indofood,Indomie Soto Mie Instan [ 1 Dus Isi 40 Pcs ],SKU-DDB85436,143000,143000,Retail Express,Shopee,Wholesale Promo,143000,0.0,Harga Grosir,DKI Jakarta,Jakarta Barat,Grosir,Soto,2026-05-01,2026-05-31,253,0.0084
2026-05-29,Indofood,Indofood,INDOMIE MIE KARI AYAM 72 GR KARTON,SKU-9155B1B6,136840,136840,Toko Grosir Sembako,Shopee,Wholesale Promo,136840,0.0,Harga Grosir,Jawa Barat,Bandung,Grosir,Kari,2026-05-01,2026-05-31,33,0.0011
2026-05-29,Indofood,Indofood,INDOMIE MIE KUAH RASA SOTOMIE 70 GR,SKU-DBEAEE6B,3410,3410,Supermarket Online,Shopee,Regular,3410,0.0,-,Jawa Barat,Bekasi,Satuan,Soto,2026-05-01,2026-05-31,10000,0.3335
2026-05-29,Indofood,Indofood,"Indomie Goreng Spesial, Kari, Soto, Ayam Bawang 1 dus",SKU-D94672D9,145950,145950,Toko Kelontong Digital,Shopee,Wholesale Promo,145950,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Soto,2026-05-01,2026-05-31,543,0.0181
2026-05-29,Indofood,Indofood,(1 dus) Indomie Goreng Jumbo Special x 24 Pcs,SKU-55F04567,135000,135000,Toko Grosir Sembako,Shopee,Wholesale Promo,135000,0.0,Harga Grosir,Sumatera Utara,Medan,Grosir,Goreng Spesial,2026-05-01,2026-05-31,48,0.0016
2026-05-29,Indofood,Indofood,INDOMIE GORENG RENDANG 91GR,SKU-35232901,3200,3200,Supermarket Online,Shopee,Regular,3200,0.0,-,DKI Jakarta,Jakarta Utara,Satuan,Rendang,2026-05-01,2026-05-31,190,0.0063
2026-05-29,Indofood,Indofood,INDOMIE MIE GORENG RENDANG 91g,SKU-AABBF7DE,3200,3200,Toko Grosir Sembako,Shopee,Regular,3200,0.0,-,Jawa Barat,Depok,Satuan,Rendang,2026-05-01,2026-05-31,24,0.0008
2026-05-29,Indofood,Indofood,5 PCS INDOMIE AYAM BAWANG BEST QUALITY .*,SKU-4318606A,20540,20540,Toko Grosir Sembako,Shopee,Bundling Promo,20540,0.0,Beli Banyak Lebih Murah,Sumatera Utara,Medan,Bundling,Ayam Bawang,2026-05-01,2026-05-31,10000,0.3335
2026-05-29,Indofood,Indofood,Indomie Mi Goreng Jumbo (129 G/24 Pcs/Karton),SKU-E169D053,122600,122600,Toko Grosir Sembako,Shopee,Wholesale Promo,122600,0.0,Harga Grosir,DKI Jakarta,Jakarta Selatan,Grosir,Goreng Spesial,2026-05-01,2026-05-31,38,0.0013
2026-05-29,Indofood,Indofood,Indomie Kaldu Ayam 75gr Dus Isi 40 Harga Murah,SKU-FF5188B9,135000,135000,Toko Grosir Sembako,Shopee,Wholesale Promo,135000,0.0,Harga Grosir,Jawa Tengah,Surakarta,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,127,0.0042
2026-05-29,Indofood,Indofood,Mie Sakura 1 Dus (40bks) Mi Instan Goreng Indomie Goreng,SKU-2D6B5F60,83000,83000,Toko Grosir Sembako,Shopee,Wholesale Promo,83000,0.0,Harga Grosir,DKI Jakarta,Jakarta Utara,Grosir,Goreng Spesial,2026-05-01,2026-05-31,985,0.0328
2026-05-29,Indofood,Indofood,Indomie Mie Goreng Kriuuk (10 bungkus) Kriuk pedas,SKU-9760D36A,39700,39700,Toko Kelontong Digital,Shopee,Regular,39700,0.0,-,DKI Jakarta,Jakarta Pusat,Satuan,Goreng Spesial,2026-05-01,2026-05-31,730,0.0243
2026-05-29,Indofood,Indofood,Indomie Goreng 1 Dus 40pcs Rasa Lezat,SKU-8674C833,131000,131000,Toko Kelontong Digital,Shopee,Wholesale Promo,131000,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Goreng Spesial,2026-05-01,2026-05-31,67,0.0022
2026-05-29,Indofood,Indofood,INDOMIE KARI AYAM 72 GR,SKU-F946418F,4524,4524,Retail Express,Shopee,Regular,4524,0.0,-,Banten,Tangerang,Satuan,Kari,2026-05-01,2026-05-31,596,0.0199
2026-05-29,Indofood,Indofood,Indomie goreng 1CTN isi 40pcs,SKU-F6EF0A68,147000,147000,Retail Express,Shopee,Wholesale Promo,147000,0.0,Harga Grosir,DKI Jakarta,Jakarta Pusat,Grosir,Goreng Spesial,2026-05-01,2026-05-31,52,0.0017
2026-05-29,Indofood,Indofood,INDOMIE MI GORENG RASA AYAM GEPREK 85GR,SKU-E56AA4FD,3100,3100,Retail Express,Shopee,Regular,3100,0.0,-,DKI Jakarta,Jakarta Selatan,Satuan,Ayam Geprek,2026-05-01,2026-05-31,28,0.0009
2026-05-29,Indofood,Indofood,IndoMie Goreng,SKU-A5A86549,5400,5400,Toko Kelontong Digital,Shopee,Regular,5400,0.0,-,DKI Jakarta,Jakarta Pusat,Satuan,Goreng Spesial,2026-05-01,2026-05-31,575,0.0192
2026-05-29,Indofood,Indofood,Indomie Goreng (5 pcs),SKU-3C190C6B,19000,19000,Supermarket Online,Shopee,Bundling Promo,19000,0.0,Beli Banyak Lebih Murah,Jawa Barat,Bandung,Bundling,Goreng Spesial,2026-05-01,2026-05-31,34,0.0011
2026-05-29,Indofood,Indofood,Indomie Mie Instan Goreng Rendang 91 gr,SKU-5BEA3DD3,3500,3500,Toko Grosir Sembako,Shopee,Regular,3500,0.0,-,DKI Jakarta,Jakarta Selatan,Satuan,Rendang,2026-05-01,2026-05-31,2000,0.0667
2026-05-29,Indofood,Indofood,Indomie Mie Instan Goreng 85 Gr Rasa Lezat,SKU-9E57CF0F,3300,3300,Toko Grosir Sembako,Shopee,Regular,3300,0.0,-,Jawa Timur,Sidoarjo,Satuan,Goreng Spesial,2026-05-01,2026-05-31,10000,0.3335
2026-05-29,Indofood,Indofood,Indomie Goreng Jumbo isi 24 pcs /Karton,SKU-8071B49E,112200,112200,Toko Grosir Sembako,Shopee,Wholesale Promo,112200,0.0,Harga Grosir,Jawa Timur,Malang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,556,0.0185
2026-05-29,Indofood,Indofood,INDOMIE MIE KUAH AYAM BAWANG 69 GR,SKU-E28611CD,3200,3200,Official Store,Shopee,Regular,3200,0.0,-,Sumatera Utara,Medan,Satuan,Ayam Bawang,2026-05-01,2026-05-31,4000,0.1334
2026-05-29,Indofood,Indofood,INDOMIE MIE GORENG JUMBO 129GR,SKU-3B9611EC,4100,4100,Mitra Distributor,Shopee,Regular,4100,0.0,-,Jawa Tengah,Semarang,Satuan,Goreng Spesial,2026-05-01,2026-05-31,253,0.0084
2026-05-29,Indofood,Indofood,Indomie Goreng Mie Instan 80g (40 Pcs/1 Karton),SKU-3EA15E0C,149600,149600,Toko Grosir Sembako,Shopee,Wholesale Promo,149600,0.0,Harga Grosir,Banten,Tangerang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,262,0.0087
2026-05-29,Indofood,Indofood,Indomie Ayam Bawang,SKU-86AF1622,4010,4010,Toko Kelontong Digital,Shopee,Regular,4010,0.0,-,DKI Jakarta,Jakarta Pusat,Satuan,Ayam Bawang,2026-05-01,2026-05-31,116,0.0039
2026-05-29,Indofood,Indofood,INDOMIE CAMPUR 1 DUS ISI 40 PCS (20pcs + 20pcs),SKU-47B87F10,146000,146000,Supermarket Online,Shopee,Wholesale Promo,146000,0.0,Harga Grosir,Jawa Timur,Malang,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,506,0.0169
2026-05-29,Indofood,Indofood,5 Pcs Indomie Rebus Rasa SOTO (Harga 5pcs),SKU-3ACB59C2,20200,20200,Toko Grosir Sembako,Shopee,Bundling Promo,20200,0.0,Beli Banyak Lebih Murah,Jawa Barat,Depok,Bundling,Soto,2026-05-01,2026-05-31,3000,0.1
2026-05-29,Indofood,Indofood,(1 PCS) Aneka Indomie,SKU-E16342F0,4270,4270,Official Store,Shopee,Regular,4270,0.0,-,Jawa Timur,Sidoarjo,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,877,0.0292
2026-05-29,Indofood,Indofood,IndoMie Soto,SKU-A31F70AA,160916,160916,Toko Grosir Sembako,Shopee,Regular,160916,0.0,-,DKI Jakarta,Jakarta Timur,Satuan,Soto,2026-05-01,2026-05-31,38,0.0013
2026-05-29,Indofood,Indofood,Indomie Goreng 1 DUS (40 PCS) Mie Instant,SKU-182D39EB,126614,126614,Toko Grosir Sembako,Shopee,Wholesale Promo,126614,0.0,Harga Grosir,Jawa Timur,Sidoarjo,Grosir,Goreng Spesial,2026-05-01,2026-05-31,856,0.0285
2026-05-29,Indofood,Indofood,Indomie Mie Goreng 1 Dus / Karton isi 40 Pcs,SKU-1FEE1BCD,149999,149999,Official Store,Shopee,Wholesale Promo,149999,0.0,Harga Grosir,Jawa Timur,Malang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,3,0.0001
2026-05-29,Indofood,Indofood,INDOMIE MIE SOTO MIE KARTON,SKU-371F3CA1,136530,136530,Toko Kelontong Digital,Shopee,Wholesale Promo,136530,0.0,Harga Grosir,Jawa Tengah,Magelang,Grosir,Soto,2026-05-01,2026-05-31,750,0.025
2026-05-29,Indofood,Indofood,INDOMIE AYAM BAWANG 69GR,SKU-4FE28B5A,3400,3400,Toko Grosir Sembako,Shopee,Regular,3400,0.0,-,Banten,Tangerang Selatan,Satuan,Ayam Bawang,2026-05-01,2026-05-31,378,0.0126
2026-05-29,Indofood,Indofood,Indomie Mie Kuah Kaldu Ayam 1 Karton isi 40,SKU-80B7F773,134078,134078,Supermarket Online,Shopee,Wholesale Promo,134078,0.0,Harga Grosir,Jawa Barat,Depok,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,0,0.0
2026-05-29,Indofood,Indofood,INDOMIE KALDU AYAM 75GR,SKU-817CBAED,2800,2800,Toko Grosir Sembako,Shopee,Regular,2800,0.0,-,Jawa Barat,Bogor,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,325,0.0108
2026-05-29,Indofood,Indofood,Indomie Mie Instant Mi Goreng 80g x 5 pcs,SKU-0CBEC86E,23000,23000,Toko Grosir Sembako,Shopee,Bundling Promo,23000,0.0,Beli Banyak Lebih Murah,Jawa Barat,Depok,Bundling,Goreng Spesial,2026-05-01,2026-05-31,56,0.0019
2026-05-29,Indofood,Indofood,Indomie Goreng 85g 1dus,SKU-6FB6F832,155900,155900,Toko Kelontong Digital,Shopee,Wholesale Promo,155900,0.0,Harga Grosir,Jawa Barat,Depok,Grosir,Goreng Spesial,2026-05-01,2026-05-31,56,0.0019
2026-05-29,Indofood,Indofood,Indomie Mie Instan Rasa Kari Ayam 69gr,SKU-A4B389C2,3400,3400,Supermarket Online,Shopee,Regular,3400,0.0,-,DKI Jakarta,Jakarta Barat,Satuan,Kari,2026-05-01,2026-05-31,493,0.0164
2026-05-29,Indofood,Indofood,Indomie Ayam Bawang Spesial Ecer Rasa Original,SKU-0BF0299E,5500,5500,Retail Express,Shopee,Regular,5500,0.0,-,DKI Jakarta,Jakarta Timur,Satuan,Ayam Bawang,2026-05-01,2026-05-31,1000,0.0333
2026-05-29,Indofood,Indofood,Indomie Mie Nyemek Jogja Rasa Rendang,SKU-76C7DD58,4240,4240,Mitra Distributor,Shopee,Regular,4240,0.0,-,Jawa Tengah,Magelang,Satuan,Rendang,2026-05-01,2026-05-31,26,0.0009
2026-05-29,Indofood,Indofood,IndoMie Soto Spesies 1dus,SKU-21A1B6E2,154000,154000,Supermarket Online,Shopee,Wholesale Promo,154000,0.0,Harga Grosir,Jawa Timur,Surabaya,Grosir,Soto,2026-05-01,2026-05-31,1,0.0
2026-05-29,Indofood,Indofood,INDOMIE MIE KUAH KALDU AYAM 75 GR,SKU-92095689,3200,3200,Supermarket Online,Shopee,Regular,3200,0.0,-,DKI Jakarta,Jakarta Selatan,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,10000,0.3335
2026-05-29,Indofood,Indofood,Indomie Goreng Instant 1 DUS isi 40pcs,SKU-54EB312E,141999,141999,Retail Express,Shopee,Wholesale Promo,141999,0.0,Harga Grosir,Jawa Tengah,Semarang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,48,0.0016
2026-05-29,Indofood,Indofood,INDOMIE MIE GORENG JUMBO SPECIAL 129g,SKU-F99E6F28,4200,4200,Retail Express,Shopee,Regular,4200,0.0,-,Jawa Barat,Bekasi,Satuan,Goreng Spesial,2026-05-01,2026-05-31,586,0.0195
2026-05-29,Indofood,Indofood,Indomie Mie Instan Mi Goreng per Dus PROMO MURAH,SKU-1487305C,146900,146900,Retail Express,Shopee,Wholesale Promo,146900,0.0,Harga Grosir,Jawa Barat,Bogor,Grosir,Goreng Spesial,2026-05-01,2026-05-31,208,0.0069
2026-05-29,Indofood,Indofood,Indomie Perdus Mie Instan Berbagai Rasa,SKU-137A5B33,138000,138000,Toko Kelontong Digital,Shopee,Regular,138000,0.0,-,Jawa Timur,Malang,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,310,0.0103
2026-05-29,Indofood,Indofood,INDOMIE MIE KUAH KALDU AYAM 75 GR,SKU-05DCA888,3410,3410,Official Store,Shopee,Regular,3410,0.0,-,DKI Jakarta,Jakarta Timur,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,706,0.0235
2026-05-29,Indofood,Indofood,Indomie Goreng Special 80gr x 10 Pcs | Paket Favorit Keluarga,SKU-5098EA89,45625,45625,Mitra Distributor,Shopee,Bundling Promo,45625,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Barat,Bundling,Goreng Spesial,2026-05-01,2026-05-31,10,0.0003
2026-05-29,Indofood,Indofood,[DUS] Indomie Goreng / Kari Ayam Spesial / Ayam Bawang / Soto Mie / Kaldu Ayam / Rendang / Aceh / Geprek / Seblak Jeletot,SKU-6AB3FB91,138000,138000,Toko Grosir Sembako,Shopee,Regular,138000,0.0,-,Jawa Barat,Bekasi,Satuan,Soto,2026-05-01,2026-05-31,6000,0.2001
2026-05-29,Indofood,Indofood,Indomie Empal Gentong 1 Dus [ 40 Pcs ],SKU-7AC5AB0B,145000,145000,Toko Kelontong Digital,Shopee,Wholesale Promo,145000,0.0,Harga Grosir,Jawa Barat,Bekasi,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,8,0.0003
2026-05-29,Indofood,Indofood,Indomie Mie Instant (1dus = 40bungkus) Sameday Only,SKU-76DB5E94,138500,138500,Toko Grosir Sembako,Shopee,Wholesale Promo,138500,0.0,Harga Grosir,DKI Jakarta,Jakarta Barat,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,2000,0.0667
2026-05-29,Indofood,Indofood,INDOMIE GORENG SPESIAL 1 DUS (40 PCS),SKU-27866B21,162299,162299,Retail Express,Shopee,Wholesale Promo,162299,0.0,Harga Grosir,Jawa Barat,Depok,Grosir,Goreng Spesial,2026-05-01,2026-05-31,46,0.0015
2026-05-29,Indofood,Indofood,INDOMIE MIE SOTO MIE KARTON,SKU-184EEA91,145090,145090,Toko Kelontong Digital,Shopee,Wholesale Promo,145090,0.0,Harga Grosir,Jawa Tengah,Magelang,Grosir,Soto,2026-05-01,2026-05-31,18,0.0006
2026-05-29,Indofood,Indofood,Indomie Mie Goreng,SKU-538360B9,4700,4700,Retail Express,Shopee,Regular,4700,0.0,-,DKI Jakarta,Jakarta Utara,Satuan,Goreng Spesial,2026-05-01,2026-05-31,219,0.0073
2026-05-29,Indofood,Indofood,INDOMIE MIE SOTO MIE KARTON,SKU-E9B39D7F,149800,149800,Official Store,Shopee,Wholesale Promo,149800,0.0,Harga Grosir,Jawa Barat,Bekasi,Grosir,Soto,2026-05-01,2026-05-31,3,0.0001
2026-05-29,Indofood,Indofood,Indomie Mie Instant Soto Medan 70g x 5 pcs,SKU-860D7E60,23000,23000,Retail Express,Shopee,Bundling Promo,23000,0.0,Beli Banyak Lebih Murah,Jawa Timur,Surabaya,Bundling,Soto,2026-05-01,2026-05-31,24,0.0008
2026-05-29,Indofood,Indofood,Indomie Mi Instant Jumbo Goreng 1 Dus Isi 24bks,SKU-F2B31BD8,118500,118500,Retail Express,Shopee,Wholesale Promo,118500,0.0,Harga Grosir,Jawa Barat,Bandung,Grosir,Goreng Spesial,2026-05-01,2026-05-31,12,0.0004
2026-05-29,Indofood,Indofood,Indomie Kuah Soto Mie 5 Pcs Rasa Nikmat,SKU-617EDAC2,20000,20000,Retail Express,Shopee,Bundling Promo,20000,0.0,Beli Banyak Lebih Murah,Sumatera Utara,Medan,Bundling,Soto,2026-05-01,2026-05-31,446,0.0149
2026-05-29,Indofood,Indofood,Indomie Kari Ayam Isi 40Pcs,SKU-0F5B20F7,143300,143300,Toko Grosir Sembako,Shopee,Wholesale Promo,143300,0.0,Harga Grosir,DKI Jakarta,Jakarta Pusat,Grosir,Kari,2026-05-01,2026-05-31,97,0.0032
2026-05-29,Indofood,Indofood,Indomie Goreng Dus Isi 40 Pcs Rasa Ok,SKU-02242471,160000,160000,Supermarket Online,Shopee,Wholesale Promo,160000,0.0,Harga Grosir,Jawa Barat,Bekasi,Grosir,Goreng Spesial,2026-05-01,2026-05-31,491,0.0164
2026-05-29,Indofood,Indofood,(C1) Combo Hemat 20 Pcs Indomie Mi Celor Khas Palembang,SKU-8A4C5FFB,75000,75000,Toko Grosir Sembako,Shopee,Bundling Promo,75000,0.0,Beli Banyak Lebih Murah,Jawa Barat,Bogor,Bundling,Lainnya / Mix,2026-05-01,2026-05-31,2,0.0001
2026-05-29,Indofood,Indofood,Indomie Soto Mie,SKU-F7AB8D69,4240,4240,Retail Express,Shopee,Regular,4240,0.0,-,DKI Jakarta,Jakarta Timur,Satuan,Soto,2026-05-01,2026-05-31,101,0.0034
2026-05-29,Indofood,Indofood,Indomie Per Karton Isi 40 Pcs Mie Instan,SKU-275C2EFB,152000,152000,Mitra Distributor,Shopee,Wholesale Promo,152000,0.0,Harga Grosir,Jawa Timur,Surabaya,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,8,0.0003
2026-05-29,Indofood,Indofood,INDOMIE MIE GORENG ACEH 90 GR,SKU-CB20D2A6,3200,3200,Official Store,Shopee,Regular,3200,0.0,-,DKI Jakarta,Jakarta Pusat,Satuan,Goreng Spesial,2026-05-01,2026-05-31,6000,0.2001
2026-05-29,Indofood,Indofood,Indomie Mie Instan Ayam Special 68 gr,SKU-C9A8E80E,3500,3500,Toko Grosir Sembako,Shopee,Regular,3500,0.0,-,Jawa Timur,Sidoarjo,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,248,0.0083
2026-05-29,Indofood,Indofood,INDOMIE SOTO 5pcs,SKU-17EB6DE0,18900,18900,Supermarket Online,Shopee,Bundling Promo,18900,0.0,Beli Banyak Lebih Murah,Jawa Timur,Malang,Bundling,Soto,2026-05-01,2026-05-31,29,0.001
2026-05-29,Indofood,Indofood,Indomie Goreng 80 Gram 1 Pcs Rasa Lezat Asli,SKU-C7707234,4094,4094,Official Store,Shopee,Regular,4094,0.0,-,Jawa Barat,Bandung,Satuan,Goreng Spesial,2026-05-01,2026-05-31,614,0.0205
2026-05-29,Indofood,Indofood,Indomie Kaldu Ayam /Mie Instan Bundle 5 Pcs,SKU-B74A601A,17350,17350,Toko Kelontong Digital,Shopee,Bundling Promo,17350,0.0,Beli Banyak Lebih Murah,Jawa Barat,Bandung,Bundling,Lainnya / Mix,2026-05-01,2026-05-31,34,0.0011
2026-05-29,Indofood,Indofood,Indomie Campur Rasa Soto Bawang Goreng Kari Geprek Rendang 1 Dus isi 40 Bungkus,SKU-8EB23B7E,148000,148000,Toko Kelontong Digital,Shopee,Wholesale Promo,148000,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Soto,2026-05-01,2026-05-31,935,0.0312
2026-05-29,Indofood,Indofood,Mi Instan Indomie Karton (Isi 40/Karton) (11 Varian Rasa),SKU-69D0F316,148900,148900,Official Store,Shopee,Wholesale Promo,148900,0.0,Harga Grosir,Jawa Timur,Sidoarjo,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,39,0.0013
2026-05-29,Indofood,Indofood,INDOMIE MIE AYAM BAWANG KARTON,SKU-5D7C8ECF,127970,127970,Toko Kelontong Digital,Shopee,Wholesale Promo,127970,0.0,Harga Grosir,Jawa Barat,Bogor,Grosir,Ayam Bawang,2026-05-01,2026-05-31,84,0.0028
2026-05-29,Indofood,Indofood,Indomie Mie Instan Goreng 80gr Dengan Packaging Cardboard,SKU-C8C0612C,3400,3400,Toko Grosir Sembako,Shopee,Bundling Promo,3400,0.0,Beli Banyak Lebih Murah,Sumatera Utara,Medan,Bundling,Goreng Spesial,2026-05-01,2026-05-31,503,0.0168
2026-05-29,Indofood,Indofood,INDOMIE MIE GORENG RASA SAMBAL RICA 85 GR,SKU-F0B515CE,3200,3200,Toko Kelontong Digital,Shopee,Regular,3200,0.0,-,Sumatera Utara,Medan,Satuan,Goreng Spesial,2026-05-01,2026-05-31,2000,0.0667
2026-05-29,Indofood,Indofood,Indomie Mie Instan Goreng 80gr Bandar Lampung,SKU-9C7ADB0B,5000,5000,Toko Grosir Sembako,Shopee,Regular,5000,0.0,-,Jawa Barat,Bogor,Satuan,Goreng Spesial,2026-05-01,2026-05-31,978,0.0326
2026-05-29,Indofood,Indofood,INDOMIE MIE INSTANT PER KARTON ISI 40 PCS HEN-HEN,SKU-D8DF3B00,140000,140000,Toko Kelontong Digital,Shopee,Wholesale Promo,140000,0.0,Harga Grosir,Jawa Barat,Depok,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,723,0.0241
2026-05-29,Indofood,Indofood,Indomie Goreng Aceh 1 Dus Isi 40pcs,SKU-15908269,167000,167000,Official Store,Shopee,Wholesale Promo,167000,0.0,Harga Grosir,DKI Jakarta,Jakarta Barat,Grosir,Goreng Spesial,2026-05-01,2026-05-31,12,0.0004
2026-05-29,Indofood,Indofood,Indomie Instant Perdus Isi 40,SKU-54064EFC,142900,142900,Mitra Distributor,Shopee,Wholesale Promo,142900,0.0,Harga Grosir,Jawa Barat,Bogor,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,7000,0.2334
2026-05-29,Indofood,Indofood,Indomie Mi Goreng 85gr - Mi Instan Rasa Goreng,SKU-584262CC,3700,3700,Retail Express,Shopee,Regular,3700,0.0,-,DKI Jakarta,Jakarta Selatan,Satuan,Goreng Spesial,2026-05-01,2026-05-31,239,0.008
2026-05-29,Indofood,Indofood,Mie Instan Indomie All Varian Goreng Kuah Enak,SKU-117EA556,3500,3500,Toko Grosir Sembako,Shopee,Regular,3500,0.0,-,DKI Jakarta,Jakarta Barat,Satuan,Goreng Spesial,2026-05-01,2026-05-31,256,0.0085
2026-05-29,Indofood,Indofood,INDOMIE MIE KERITING GORENG SPECIAL NEW 90 GR,SKU-EE5192F0,4910,4910,Toko Grosir Sembako,Shopee,Regular,4910,0.0,-,DKI Jakarta,Jakarta Pusat,Satuan,Goreng Spesial,2026-05-01,2026-05-31,767,0.0256
2026-05-29,Indofood,Indofood,Indomie Perdus Isi 40 Bungkus Rasa Sangat Puas,SKU-CCA96834,137000,137000,Toko Kelontong Digital,Shopee,Wholesale Promo,137000,0.0,Harga Grosir,DKI Jakarta,Jakarta Selatan,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,185,0.0062
2026-05-29,Indofood,Indofood,INDOMIE MIE KUAH AYAM BAWANG 69 GR,SKU-B5614CBD,4160,4160,Toko Grosir Sembako,Shopee,Regular,4160,0.0,-,Banten,Tangerang,Satuan,Ayam Bawang,2026-05-01,2026-05-31,588,0.0196
2026-05-29,Indofood,Indofood,Indomie Soto per dus isi 40 bungkus,SKU-1BFE2D2E,135000,135000,Mitra Distributor,Shopee,Wholesale Promo,135000,0.0,Harga Grosir,Jawa Barat,Bekasi,Grosir,Soto,2026-05-01,2026-05-31,568,0.0189
